chromosome	chromosome_start	chromosome_end	entrez_gene_id	snps_hh550	snps_ho1	snps_affy500	snps_exac	snps_kg3
chr4	37892708	38140796	23216	97	116	64	12	680
chr4	38665817	38702663	51274	22	25	11	1	111
chr4	38773860	38784611	81793	13	34	16	13	175
chr4	38792298	38858438	7096	13	42	12	8	441
chr4	38828223	38858438	10333	7	17	3	4	267
chr4	38869298	38947360	92689	30	44	32	10	385
chr4	38968365	39034542	80008	28	36	16	5	324
chr4	39046302	39128477	51088	16	34	22	8	303
chr4	39184024	39287430	57728	11	43	14	6	248
chr4	39289076	39367995	5981	11	36	8	8	163
chr4	39408473	39453156	152831	21	26	13	8	180
chr4	39455744	39460568	6133	9	14	7	8	74
chr4	39460620	39479273	11019	14	21	7	7	150
chr4	39500375	39529931	7358	14	24	1	9	166
chr4	39552541	39640542	201895	14	25	6	0	237
chr4	39699664	39784412	3093	14	22	7	0	263
chr4	39824483	39979576	23244	19	27	6	7	361
chr4	40058446	40159872	55728	17	26	15	7	253
chr4	40192673	40246281	399	18	35	11	0	204
chr4	40337346	40357234	55584	9	22	9	6	197
chr4	40425272	40632892	54502	58	93	42	5	632
chr4	40751914	40812002	79730	13	22	7	5	154
chr4	40812044	41218731	323	116	148	108	7	1096
chr4	41258430	41270472	7345	2	10	6	5	80
chr4	41361624	41702061	22998	69	109	60	14	870
chr4	41746099	41750987	8929	5	9	2	1	66
chr4	41937137	41962589	55161	5	12	4	3	51
chr4	41983713	41988476	285429	2	11	4	3	30
chr4	41992489	42089551	10463	12	30	25	8	273
chr4	42112955	42154895	389206	13	27	19	0	111
chr4	42399856	42404504	152573	5	11	5	2	66
chr4	42410390	42659122	10396	61	83	48	7	721
chr4	42895284	43032675	389207	29	52	49	4	367
chr4	44175926	44450824	386617	47	69	23	3	566
chr4	44624086	44680573	285525	13	19	20	7	219
chr4	44680444	44702943	60558	1	12	2	4	64
chr4	44703885	44728612	132789	1	14	4	2	81
chr4	46037786	46126098	2565	14	31	17	1	282
chr4	46250444	46477247	2555	18	36	25	4	433
chr4	46736844	46911252	170712	21	31	31	0	375
chr4	46920917	46996424	2557	22	43	12	2	264
chr4	46995740	47428461	2560	88	109	59	6	923
chr4	47446002	47465736	54951	6	13	9	0	104
chr4	47487305	47595503	57205	42	60	32	15	375
chr4	47596015	47840123	10699	43	75	41	10	601
chr4	47849257	47916653	152518	9	21	9	8	192
chr4	47916159	48042188	152519	19	36	26	8	419
chr4	47937994	48018689	1259	12	22	18	7	305
chr4	48068410	48136273	7294	20	30	28	7	187
chr4	48137800	48271881	7006	44	61	34	10	532
chr4	48343339	48428215	57606	10	32	13	1	209
chr4	48485360	48491213	201780	3	19	9	4	49
chr4	48492269	48509084	326340	3	17	8	4	40
chr4	48499378	48782339	285527	17	35	20	11	220
chr4	48807229	48863831	54940	3	10	3	1	42
chr4	48887036	48908954	132299	6	13	2	0	29
chr4	48988264	49064098	80157	6	15	10	3	106
chr4	52709166	52783003	23142	5	20	12	1	72
chr4	52859868	52883786	339977	3	14	6	0	45
chr4	52886872	52904648	6443	3	11	3	1	33
chr4	52917497	52963458	132671	10	20	9	2	132
chr4	53457131	53525502	64854	5	17	7	1	75
chr4	53728457	53733000	65997	6	11	8	2	72
chr4	53739149	54232242	152579	73	113	82	9	937
chr4	54243810	55161439	81608	222	298	181	22	2345
chr4	54325468	54567572	84708	105	119	67	5	755
chr4	54875956	54930857	26511	4	12	5	0	91
chr4	54965690	54968672	170825	5	9	5	3	39
chr4	55095264	55164414	5156	13	24	14	9	178
chr4	55944644	55991756	3791	14	33	5	6	152
chr4	56212276	56239263	79644	6	16	4	0	93
chr4	56262124	56292339	55858	4	14	9	1	97
chr4	56298643	56413305	9575	10	29	30	3	391
chr4	56461396	56502865	10874	9	19	12	7	145
chr4	56719782	56771200	55763	13	21	12	3	122
chr4	56815037	56899270	9662	11	22	11	4	133
chr4	57036361	57194791	57482	54	79	50	14	573
chr4	57204456	57253666	132949	13	22	10	10	216
chr4	57259528	57301781	5471	9	17	10	8	145
chr4	57301907	57327534	10606	7	14	3	2	109
chr4	57333081	57369839	6731	13	23	6	4	166
chr4	57371375	57390058	132946	8	16	4	5	96
chr4	57514155	57547872	84525	10	27	10	2	179
chr4	57676026	57687908	6691	4	14	2	4	133
chr4	57774075	57802010	5978	7	16	6	5	134
chr4	57829536	57844989	84273	7	19	9	4	93
chr4	57843888	57897324	5431	23	35	23	12	218
chr4	57896939	57976551	3490	44	62	35	6	426
chr4	62066976	62938184	23284	158	199	117	9	1842
chr4	65140975	65275186	253017	18	38	26	3	393
chr4	66185281	66536213	2044	76	119	68	7	1183
chr4	68337521	68411324	1060	15	17	17	7	239
chr4	68424446	68473055	26228	16	30	15	6	205
chr4	68481479	68566897	55236	10	19	15	9	250
chr4	68605046	68620078	2798	8	21	4	1	88
chr4	68686594	68749750	9407	11	27	17	1	176
chr4	68775103	68829858	339967	13	29	19	8	212
chr4	68918916	68995598	389208	9	40	15	8	262
chr4	69056959	69083631	401136	7	13	8	2	108
chr4	69092371	69111438	132724	4	14	3	2	53
chr4	69176105	69215807	91746	9	18	6	1	61
chr4	69313167	69363322	28983	0	7	0	7	297
chr4	69402902	69434245	7367	0	5	0	4	148
chr4	69512348	69536346	7366	0	6	0	2	182
chr4	69681711	69696914	7365	1	19	4	4	95
chr4	69794181	69817509	79799	8	17	12	3	178
chr4	69917081	69978705	7364	14	33	13	6	382
chr4	70146210	70288907	54490	8	24	6	11	683
chr4	70345883	70391732	7363	16	37	24	5	362
chr4	70454135	70518967	10941	25	117	20	7	385
chr4	70592566	70653679	27284	12	42	15	2	211
chr4	70676498	70725870	6783	16	92	9	1	172
chr4	70796799	70812289	1446	3	12	2	5	69
chr4	70820974	70826725	1447	4	13	2	0	68
chr4	70861647	70868287	6779	5	11	5	0	39
chr4	70894176	70902247	3347	4	16	3	2	76
chr4	70916119	70924562	3346	3	14	1	3	63
chr4	70999333	71042516	401137	13	28	12	3	196
chr4	71062213	71070293	54959	5	13	4	5	91
chr4	71091788	71100969	260436	7	14	3	2	102
chr4	71108305	71117145	1448	10	20	11	6	166
chr4	71200698	71202833	85438	6	11	3	3	121
chr4	71226478	71232875	26952	9	18	17	4	102
chr4	71235810	71255961	10879	9	26	16	7	158
chr4	71263599	71275911	58503	5	13	2	4	114
chr4	71296209	71348714	4589	12	19	8	3	278
chr4	71384257	71398459	401138	1	15	5	6	199
chr4	71457973	71473005	258	1	13	0	6	119
chr4	71494461	71552533	10117	10	26	6	2	133
chr4	71521258	71547534	3512	8	17	4	0	55
chr4	71554196	71556267	57050	3	7	0	0	27
chr4	71569921	71673032	22902	8	25	10	5	273
chr4	71681499	71705662	2926	4	17	2	2	80
chr4	71768043	71888166	92597	8	28	7	2	148
chr4	71858255	71896631	1633	5	17	4	2	67
chr4	72053003	72437804	8671	55	79	61	6	714
chr4	72607410	72669758	2638	17	37	18	2	195
chr4	72897521	73013918	10886	9	32	30	0	461
chr4	73146686	73434516	9508	28	61	39	2	505
chr4	73921797	73935472	285521	3	10	1	3	19
chr4	73939093	74124515	26057	7	17	6	6	92
chr4	74262831	74287129	213	5	11	4	1	58
chr4	74296855	74321891	174	7	13	4	4	72
chr4	74347400	74369691	173	6	14	14	1	87
chr4	74437267	74486348	166824	11	19	12	7	149
chr4	74606223	74609433	3576	4	11	8	0	53
chr4	74702214	74714781	6372	3	16	7	0	78
chr4	74718906	74719872	5197	5	15	4	0	66
chr4	74735110	74736959	2919	5	11	9	3	80
chr4	74846794	74847841	5196	5	9	10	2	53
chr4	74852755	74853914	5473	5	13	7	2	46
chr4	74861359	74864496	6374	6	11	4	1	37
chr4	74902306	74904524	2921	2	5	0	0	9
chr4	74962764	74965010	2920	3	5	1	0	17
chr4	74979891	75168816	441024	30	50	26	2	259
chr4	75174190	75181024	255324	3	12	5	0	41
chr4	75230860	75254468	2069	7	16	12	2	146
chr4	75669969	75719896	685	13	22	12	4	234
chr4	75858305	75975325	25849	19	39	26	5	160
chr4	76404247	76439974	25898	5	17	5	2	91
chr4	76439156	76475683	152815	12	26	12	4	131
chr4	76481258	76491095	152816	13	17	16	4	92
chr4	76503215	76555900	8999	8	13	12	1	154
chr4	76567966	76649709	9908	14	20	15	3	227
chr4	76648697	76735452	8615	15	21	15	7	217
chr4	76781001	76823724	5470	8	22	6	6	200
chr4	76832504	76862204	27163	12	20	8	6	180
chr4	76862103	76912115	55153	6	20	14	13	139
chr4	76922428	76928641	4283	5	12	2	0	41
chr4	76932337	77033955	419	30	75	40	20	675
chr4	76942273	76944650	3627	5	17	10	2	90
chr4	76954835	76962568	6373	4	23	10	6	229
chr4	77035812	77069668	53371	13	25	14	15	387
chr4	77079890	77135046	950	20	28	22	4	269
chr4	77135193	77232282	100129583	39	58	32	9	410
chr4	77227179	77232752	8987	6	11	4	0	41
chr4	77234154	77343021	339965	12	28	27	4	187
chr4	77356253	77704406	57619	87	123	68	10	833
chr4	77816082	77819002	345079	4	11	3	5	58
chr4	77870856	77961537	55752	18	41	36	1	236
chr4	77968311	77997158	10983	6	27	10	1	78
chr4	78078304	78354542	901	75	112	168	2	1526
chr4	78432907	78532988	10563	11	28	17	1	192
chr4	78634541	78740769	246175	13	28	15	2	150
chr4	78783674	78873944	65008	9	17	10	3	181
chr4	78978724	79465423	80144	130	237	137	45	1828
chr4	79472673	79531603	306	18	31	20	6	187
chr4	79697496	79837526	55589	11	25	11	6	246
chr4	79808281	79860592	152559	5	22	10	6	156
chr4	80146848	80247204	84779	13	22	12	0	185
chr4	80327514	80329447	2712	3	8	2	1	12
chr4	80822303	81046608	118429	32	50	28	8	580
chr4	81105033	81125483	56978	9	17	4	1	106
chr4	81187753	81257834	2250	18	36	19	0	195
chr4	81256874	81884910	255119	69	101	79	2	1169
chr4	81952119	81978685	651	19	32	14	1	109
chr4	82009837	82136188	5593	20	43	16	3	414
chr4	82347547	82393082	153020	14	25	11	3	116
chr4	83273651	83295656	3184	4	12	1	0	95
chr4	83343717	83351294	9987	5	13	4	0	53
chr4	83351715	83382244	58478	8	19	8	0	107
chr4	83550692	83720010	79966	67	93	83	3	699
chr4	83739814	83822319	22872	5	19	11	9	196
chr4	83821837	83841122	79725	2	13	2	2	60
chr4	83831126	83934079	132660	8	21	6	4	224
chr4	83955600	83996971	51138	1	13	0	1	74
chr4	84011201	84058228	51316	9	19	6	0	114
chr4	84182689	84206067	27235	3	12	6	5	80
chr4	84213614	84256306	10855	13	17	9	6	141
chr4	84328496	84377022	113510	10	27	13	7	173
chr4	84377085	84390888	51023	5	18	9	6	91
chr4	84382092	84444501	84142	7	27	15	4	264
chr4	84457067	84527028	84803	9	23	21	2	260
chr4	85413140	85420231	4825	2	7	2	2	44
chr4	85504132	85572491	1040	9	21	6	1	87
chr4	85590704	85887544	23001	18	29	26	3	208
chr4	86396267	86923823	83478	127	174	136	6	1657
chr4	86936276	87515284	5602	89	120	66	2	1174
chr4	87515468	87736324	5783	28	53	18	11	280
chr4	87744621	87770416	345274	12	19	5	3	62
chr4	87797358	87857354	132989	8	21	10	2	163
chr4	87856154	88062190	4299	42	69	52	4	482
chr4	88081255	88141760	57563	11	20	6	1	108
chr4	88224941	88244058	345275	9	16	4	1	164
chr4	88238322	88312538	51170	17	28	4	2	365
chr4	88343734	88380606	53343	12	18	5	1	160
chr4	88394487	88452213	8404	22	36	13	5	266
chr4	88529681	88538025	1834	6	10	2	15	101
chr4	88571459	88585513	1758	4	12	4	4	79
chr4	88720733	88733074	3381	9	18	7	6	90
chr4	88754069	88767966	56955	16	28	17	3	164
chr4	88896802	88904562	6696	10	18	4	3	76
chr4	88928820	88998929	5311	19	46	17	3	179
chr4	89011416	89152474	9429	29	97	19	10	424
chr4	89183023	89205921	152926	5	12	2	0	52
chr4	89299891	89364263	55008	13	19	4	3	87
chr4	89378268	89427314	51191	6	10	1	2	33
chr4	89442136	89444964	84992	3	10	1	1	33
chr4	89444961	89629693	8916	27	61	32	8	459
chr4	89617074	89619023	266812	2	13	3	3	49
chr4	89647106	90032549	10144	87	117	73	11	1172
chr4	90033968	90036050	166815	7	11	6	2	95
chr4	90165429	90229161	285513	18	50	21	3	205
chr4	90646705	90759466	6622	24	32	38	1	405
chr4	90800683	90875780	22915	14	31	11	4	176
chr4	91048686	92523064	401145	275	360	204	14	3979
chr4	91759636	91760269	7117	7	9	3	0	65
chr4	93225550	94695707	2895	216	287	162	4	2675
chr4	94750042	94751221	474	4	12	5	1	57
chr4	95128762	95212443	56916	7	19	9	10	199
chr4	95219686	95264027	27306	6	14	5	4	124
chr4	95373037	95589377	10611	48	68	33	9	507
chr4	95679119	96079599	658	94	121	101	1	1136
chr4	96083655	96470357	8633	156	198	135	9	1147
chr4	96761170	96762625	5161	9	14	8	1	111
chr4	98156795	99064391	285555	85	118	87	10	2304
chr4	99182535	99365012	5910	24	32	20	4	337
chr4	99391518	99579780	10098	45	78	31	1	528
chr4	99916771	99983964	23173	12	37	13	4	174
chr4	99992132	100009952	128	9	44	8	1	160
chr4	100044808	100078949	127	11	71	23	13	266
chr4	100123795	100140694	130	7	23	3	1	70
chr4	100197524	100212185	124	5	25	7	3	77
chr4	100226121	100242558	125	13	26	4	2	79
chr4	100333418	100356894	131	15	48	8	6	124
chr4	100432161	100463460	84103	6	20	10	7	149
chr4	100467866	100485189	93587	5	14	7	3	108
chr4	100484918	100545156	4547	17	28	9	16	226
chr4	100737990	100791311	27071	19	25	20	7	157
chr4	100799493	100815647	8649	2	13	2	1	26
chr4	100817405	100867883	79982	4	15	0	0	64
chr4	100869243	100871545	3015	1	5	0	0	22
chr4	101107027	101111939	115265	7	22	3	2	92
chr4	101316498	101801283	51705	84	143	101	3	1329
chr4	101944566	102268637	5530	64	85	80	3	740
chr4	102332443	102995969	55024	101	162	112	10	1801
chr4	103172198	103352415	64116	40	66	32	3	611
chr4	103422486	103538459	4790	17	34	28	3	208
chr4	103552660	103682151	4126	18	36	24	7	278
chr4	103715540	103790053	7323	7	18	9	0	167
chr4	103790135	103810399	493856	2	10	3	0	66
chr4	103941025	104006986	133308	12	36	6	5	80
chr4	104000592	104021040	56898	6	18	5	4	53
chr4	104026963	104119566	1062	10	22	9	15	188
chr4	104507188	104640973	6870	25	34	24	0	421
chr4	105389469	105416058	80319	6	17	0	0	52
chr4	106067032	106200973	54790	23	33	18	5	246
chr4	106290234	106395238	27068	22	44	31	3	345
chr4	106603784	106817143	57117	25	96	28	3	267
chr4	106629935	106768885	79807	17	81	16	1	158
chr4	106815932	106925184	255743	20	27	15	6	360
chr4	106965474	107242652	93627	19	34	26	9	508
chr4	107236701	107270383	9255	6	10	8	8	82
chr4	107842959	108204963	27123	75	125	65	1	734
chr4	108511433	108641608	9061	28	37	29	5	372
chr4	108745719	108836203	166929	18	28	11	0	170
chr4	108852525	108874613	113612	6	13	3	1	110
chr4	108910870	108956331	3033	5	16	19	4	121
chr4	108968701	109089578	51176	18	31	20	1	213
chr4	109541722	109551637	6164	5	8	5	4	45
chr4	109663196	109684210	64850	8	15	5	5	107
chr4	109731877	110223813	84570	105	132	90	11	1452
chr4	110354928	110461612	10427	11	15	9	5	189
chr4	110481361	110609874	55013	23	45	21	4	373
chr4	110609785	110624739	839	9	19	6	3	66
chr4	110634563	110651233	81579	6	11	3	1	53
chr4	110661852	110723335	3426	14	21	8	2	199
chr4	110736658	110745893	54433	2	13	4	3	78
chr4	110749150	110765760	10692	5	21	7	8	84
chr4	110772486	110793471	345193	9	23	10	6	109
chr4	110834040	110933422	1950	25	64	41	9	330
chr4	110967002	111120355	79071	48	61	34	0	531
chr4	111286889	111486441	2028	44	59	33	5	550
chr4	111538579	111563279	5308	7	10	3	3	63
chr4	113066553	113110237	132720	3	9	7	0	122
chr4	113152893	113191203	55435	4	20	8	1	93
chr4	113196783	113207059	92610	4	15	5	1	68
chr4	113206665	113363776	80216	58	89	41	15	414
chr4	113434672	113437328	63973	6	8	3	1	39
chr4	113460492	113558151	55345	11	29	4	7	158
chr4	113558120	113578748	51574	2	13	0	4	71
chr4	113739265	114304896	287	164	213	140	16	1297
chr4	114372188	114683083	817	68	96	81	2	748
chr4	114821440	114900883	79642	19	38	37	0	276
chr4	115519611	115599380	7368	4	45	11	1	166
chr4	115748919	116035032	64579	41	65	46	4	822
chr4	118004718	118006736	133022	4	9	2	1	44
chr4	118954773	119179803	9348	29	40	51	4	564
chr4	119201193	119274158	8492	8	18	14	5	136
chr4	119606523	119632201	57721	7	10	9	3	72
chr4	119643978	119759838	9871	28	23	21	6	192
chr4	119809996	119982402	171024	59	86	60	5	561
chr4	120056939	120108944	51778	14	22	13	3	188
chr4	120133742	120216672	54532	16	29	11	6	218
chr4	120218207	120225600	401152	7	14	6	1	60
chr4	120238405	120243545	2169	7	21	10	3	158
chr4	120415550	120550146	8654	15	48	30	7	332
chr4	120980577	120988229	4085	5	15	7	1	51
chr4	121606074	121844025	11107	52	73	59	6	791
chr4	121956768	121994176	79625	8	19	15	7	130
chr4	122052563	122148621	79931	18	28	14	2	223
chr4	122250467	122302214	84109	23	36	21	9	262
chr4	122589110	122618268	308	10	21	9	6	153
chr4	122680088	122686582	132332	4	11	8	4	108
chr4	122722472	122738176	5393	6	12	6	5	74
chr4	122737599	122745087	890	5	13	7	5	57
chr4	122745595	122791652	55212	8	21	9	7	105
chr4	122800182	122872909	7222	15	20	9	4	123
chr4	123073488	123283907	84162	16	28	2	11	245
chr4	123300121	123350957	132612	3	15	5	0	92
chr4	123372625	123377880	3558	1	9	2	1	41
chr4	123533783	123542224	59067	7	9	3	3	52
chr4	123653857	123666098	166379	5	17	5	7	78
chr4	123747863	123819391	2247	18	37	16	3	260
chr4	123813730	123844123	11162	8	23	12	3	131
chr4	123844229	124235809	166378	47	74	59	3	1059
chr4	124317950	124324910	10252	2	12	3	1	45
chr4	125585207	125633887	57182	6	25	8	4	86
chr4	126237554	126414087	79633	46	65	36	19	475
chr4	128544426	128637930	27152	8	18	5	4	145
chr4	128651533	128695448	83447	6	10	5	2	73
chr4	128702976	128755226	22824	6	13	5	1	50
chr4	128802016	128820350	10733	2	6	0	2	27
chr4	128838960	128887150	256471	2	9	0	1	74
chr4	128886435	128960866	80167	2	12	3	0	109
chr4	128982423	129144086	55132	9	17	20	6	279
chr4	129190397	129209984	10424	6	10	2	0	58
chr4	129730779	129796379	79960	9	19	14	1	68
chr4	129786076	130014764	132320	30	40	25	9	391
chr4	130014472	130034487	132321	8	11	14	5	97
chr4	134070470	134129356	57575	13	30	9	1	165
chr4	135121062	135122174	132430	1	9	3	3	53
chr4	138440072	138453648	54510	1	12	0	2	49
chr4	139085251	139163503	23657	8	28	12	1	198
chr4	139936943	139967093	25819	2	10	3	0	47
chr4	139949266	140098372	1998	14	23	10	0	146
chr4	140187317	140201492	84709	2	8	0	1	60
chr4	140188034	140223705	4717	4	15	1	1	99
chr4	140222609	140341187	80155	9	20	5	0	241
chr4	140374386	140397763	83452	2	14	1	0	88
chr4	140417243	140477928	80854	25	31	14	2	144
chr4	140586922	140661899	4258	45	76	25	3	269
chr4	140637545	141075338	55534	126	173	101	6	1035
chr4	141178440	141303710	60592	25	45	24	3	231
chr4	141309609	141349122	1047	13	23	10	5	110
chr4	141445312	141474924	255520	8	10	2	2	79
chr4	141480588	141489959	7350	5	12	9	2	66
chr4	141541919	141677471	23158	44	55	28	8	345
chr4	141786725	142134031	57484	98	139	79	3	1107
chr4	142142041	142155851	27309	7	16	7	2	86
chr4	142557752	142655140	3600	10	25	10	2	180
chr4	142944313	143768585	8821	139	201	166	16	1917
chr4	144106070	144144983	84640	5	14	4	3	84
chr4	144257915	144395721	2549	22	34	22	1	196
chr4	144434616	144478639	8467	4	16	8	5	100
chr4	144498455	144621828	166752	25	28	26	4	380
chr4	144792020	144826716	2996	2	12	6	4	208
chr4	145030457	145061904	2993	7	13	6	3	155
chr4	145567173	145666423	64399	16	26	19	3	145
chr4	145888264	146019693	10393	6	16	9	0	91
chr4	146019084	146050676	6059	1	12	2	0	22
chr4	146031990	146101313	54726	3	18	4	1	36
chr4	146402346	146479231	4086	14	31	9	0	174
chr4	146539415	146581187	166785	10	23	6	2	99
chr4	146601356	146692184	646603	21	29	9	2	303
chr4	146678779	146859787	152485	35	61	29	0	316
chr4	147096837	147121152	11157	5	13	20	0	100
chr4	147175127	147443123	84068	43	64	44	1	468
chr4	147560045	147563626	5458	2	8	3	3	44
chr4	147627790	147867034	83894	34	48	30	6	644
chr4	148401907	148466106	1909	20	34	33	3	168
chr4	148538534	148593195	55751	4	17	8	1	73
chr4	148558936	148605381	90826	5	13	7	1	66
chr4	148653214	148993931	79658	63	96	53	4	669
chr4	148999913	149365850	4306	84	125	90	5	873
chr4	150999426	151178609	166614	33	45	33	6	515
chr4	151185683	151936879	987	92	113	65	11	1213
chr4	151503077	151505843	10586	1	6	1	0	16
chr4	152020725	152025804	6189	1	8	3	0	32
chr4	152041431	152149182	152503	10	26	16	3	255
chr4	152198325	152212605	345062	7	12	10	3	90
chr4	152330368	152584784	729830	19	34	31	1	485
chr4	152591656	152682175	5188	12	29	28	3	219
chr4	153242410	153456172	55294	12	20	13	2	103
chr4	153539784	153601317	201799	21	28	10	4	165
chr4	153690506	153700916	201798	3	12	0	1	51
chr4	153701089	153839615	27236	11	23	6	1	236
chr4	153857504	153900848	85462	17	35	11	4	175
chr4	154073494	154260474	23321	37	56	37	3	494
chr4	154265801	154336270	84057	11	20	8	3	196
chr4	154387498	154557863	23240	37	65	35	14	421
chr4	154624015	154627238	7097	2	9	9	5	43
chr4	154631277	154681387	285533	16	35	35	7	239
chr4	154701744	154710272	6423	1	8	7	2	70
chr4	155155527	155412930	54798	60	84	54	32	740
chr4	155456158	155471587	5356	11	15	0	2	123
chr4	155484108	155492238	2244	7	13	5	4	62
chr4	155504278	155511918	2243	7	16	1	2	40
chr4	155525286	155534119	2266	5	14	0	1	36
chr4	155548097	155674270	9227	19	37	29	0	279
chr4	155702365	155749965	166863	5	16	9	2	113
chr4	156129781	156138230	4887	4	14	4	2	77
chr4	156263810	156298122	79884	13	23	13	10	210
chr4	156587863	156653501	2982	31	43	15	3	216
chr4	156680144	156728743	2983	17	38	6	5	144
chr4	156750881	156787425	51802	6	19	11	3	196
chr4	156775890	156841558	6999	11	30	17	3	301
chr4	156845270	156875069	1519	14	24	13	2	162
chr4	157681606	157892546	56034	30	46	31	1	382
chr4	157997209	158093242	2743	13	30	25	2	258
chr4	158125334	158287227	2891	11	28	7	2	146
chr4	159045626	159094470	51313	12	25	11	1	140
chr4	159122756	159176563	55314	7	22	7	1	98
chr4	159236463	159574524	59350	40	54	54	0	998
chr4	159593277	159630775	2110	5	18	5	2	43
chr4	159630286	159644548	5481	1	8	1	1	41
chr4	159690290	159829201	57600	8	18	15	1	188
chr4	159814286	159959912	152940	24	49	33	3	423
chr4	162305049	163085187	56884	172	231	128	6	2389
chr4	164031225	164088073	92345	7	16	6	2	99
chr4	164245113	164265984	4886	6	22	8	1	96
chr4	164265091	164273086	4889	6	15	10	1	76
chr4	164392257	164395047	84076	4	10	1	1	32
chr4	164415594	164441691	55319	12	17	8	5	86
chr4	164445870	165305202	55016	183	261	140	7	2511
chr4	165118159	165118863	23520	3	12	1	3	55
chr4	165875598	165898820	391712	5	16	3	4	93
chr4	165878100	165880274	152756	2	14	1	4	40
chr4	165953105	165962896	166655	6	15	2	0	94
chr4	165997256	166129701	201931	23	37	22	1	510
chr4	166128770	166244305	11275	8	18	4	5	289
chr4	166248775	166264312	6307	4	19	10	2	109
chr4	166282346	166419481	1363	42	65	41	2	645
chr4	166794410	167025047	7092	46	88	32	2	611
chr4	167654535	168155947	50859	90	127	70	5	1119
chr4	169013666	169108893	11199	17	36	10	4	235
chr4	169137444	169239958	55601	22	90	28	7	298
chr4	169277886	169458937	91351	83	101	56	28	746
chr4	169418217	169849608	23022	144	175	136	12	1309
chr4	169784921	169931426	84869	15	33	30	8	244
chr4	170015407	170192256	57630	38	47	28	4	420
chr4	170314426	170533780	4750	15	29	27	9	519
chr4	170533589	170644824	1182	19	28	16	5	269
chr4	170650616	170679104	54969	10	18	9	2	102
chr4	170907748	170954182	9848	15	22	14	0	144
chr4	170981373	171012850	51166	4	15	7	1	55
chr4	172733405	173962710	442117	190	299	192	6	2669
chr4	174089904	174245118	51809	23	44	15	1	259
chr4	174252846	174256276	3148	1	5	0	0	31
chr4	174291120	174298683	8819	0	6	3	0	27
chr4	174309299	174327531	11341	3	14	4	0	50
chr4	174446120	174451380	9464	12	17	3	2	60
chr4	175157809	175205415	26269	9	20	4	0	96
chr4	175204828	175254531	80817	7	17	4	2	90
chr4	175411328	175444305	3248	18	31	8	4	157
chr4	175558065	175750465	8001	54	71	35	6	722
chr4	175750819	175899331	11086	22	47	29	2	657
chr4	176554085	176923815	2823	91	127	70	0	830
chr4	176986985	177103969	116966	19	50	19	15	378
chr4	177105789	177116822	132851	11	25	9	8	69
chr4	177134824	177198722	140458	22	40	17	5	303
chr4	177241090	177253396	60559	13	20	10	0	131
chr4	177604689	177713881	7424	16	34	20	1	347
chr4	178230990	178284097	55247	20	50	19	14	201
chr4	178351924	178363657	175	5	15	6	3	78
chr4	183065140	183724177	55714	220	319	151	15	1998
chr4	183811213	183839089	1635	28	31	12	4	170
chr4	184020446	184241930	80014	29	60	29	12	281
chr4	184239220	184241927	53842	7	13	3	3	40
chr4	184242965	184243579	100132463	5	11	2	3	39
chr4	184365744	184369351	55602	4	11	4	1	126
chr4	184426147	184432249	3622	0	10	1	2	44
chr4	184560788	184580378	201965	8	20	9	4	202
chr4	184580420	184634745	60684	16	30	9	13	268
chr4	184774584	184938894	56977	41	67	37	2	492
chr4	185009859	185142383	133121	46	72	50	3	525
chr4	185308867	185395734	3660	55	70	29	4	313
chr4	185548850	185570629	836	4	17	7	4	118
chr4	185570767	185616117	201973	8	22	21	8	282
chr4	185615772	185655287	79682	16	26	22	16	409
chr4	185676749	185747972	2180	18	29	19	7	273
chr4	185939995	185941958	391723	7	16	6	2	77
chr4	186064395	186068434	291	3	12	3	0	48
chr4	186080819	186130658	57587	4	21	3	4	199
chr4	186125391	186291339	83891	33	44	22	8	483
chr4	186285032	186317053	55805	11	24	11	10	107
chr4	186317175	186321782	353322	4	10	4	7	50
chr4	186320694	186347139	55325	8	20	3	10	92
chr4	186347394	186370980	441054	8	19	1	16	125
chr4	186366336	186392913	256309	14	22	3	19	176
chr4	186422854	186456766	27295	9	17	13	4	134
chr4	186506598	186877806	8470	149	194	86	7	1571
chr4	186990306	187006255	7098	12	16	8	4	115
chr4	187025573	187093821	25854	23	44	19	14	370
chr4	187112674	187134616	285440	8	21	13	15	198
chr4	187130133	187179625	3818	22	39	15	13	265
chr4	187187099	187210835	2160	19	35	17	10	137
chr4	187347700	187476721	4543	45	69	23	0	627
chr4	187508937	187647876	2195	45	79	17	38	397
chr4	188916925	188926204	132625	7	19	5	0	139
chr4	189012427	189030757	205860	7	15	7	9	214
chr4	189060573	189068897	339976	8	14	3	7	176
chr4	190903678	190906026	56604	0	5	1	6	144
chr5	140373	190085	153478	17	45	17	25	266
chr5	191626	195468	389257	10	32	4	7	126
chr5	204872	218330	133957	5	16	3	5	202
chr5	304291	438406	57491	36	56	14	20	537
chr5	441645	443258	116349	2	10	1	8	83
chr5	443273	472052	11336	10	22	7	18	214
chr5	473425	524447	6550	8	30	6	12	324
chr5	612387	667283	55722	12	29	10	10	252
chr5	660883	693510	11076	6	23	4	6	270
chr5	712142	851101	79844	3	25	14	28	637
chr5	850406	892939	65980	4	19	8	7	113
chr5	892758	919472	9319	5	13	5	2	95
chr5	1008944	1039058	85409	4	24	2	4	207
chr5	1050491	1112172	10723	12	30	5	14	315
chr5	1201710	1225232	340024	8	23	2	18	184
